fa_flight_id,scheduled_in_utc,actual_in_utc,arr_delay_min,departure_delay_min,cancelled,diverted,settled_at_utc,ident_iata,tail_num,op_carrier,origin,dest
DAL2659-1777781454-fa-163p,,2026-05-06T01:29:00Z,-30.0,-4.0,0,0,2026-05-06T02:32:00.211332+00:00,,,,,
EDV5555-1778019638-fa-761p,,2026-05-06T01:27:00Z,112.0,159.0,0,0,2026-05-06T02:32:00.211332+00:00,,,,,
DAL1470-1777782044-fa-946p,,2026-05-06T01:26:00Z,-29.0,-8.0,0,0,2026-05-06T02:32:00.211332+00:00,,,,,
DAL1329-1777781326-fa-73p,,2026-05-06T01:26:00Z,-33.0,-6.0,0,0,2026-05-06T02:32:00.211332+00:00,,,,,
DAL1350-1777781859-fa-1106p,,2026-05-06T01:25:00Z,-15.0,7.0,0,0,2026-05-06T02:32:00.211332+00:00,,,,,
DAL2294-1777782093-fa-473p,,2026-05-06T01:22:00Z,-29.0,-2.0,0,0,2026-05-06T02:32:00.211332+00:00,,,,,
DAL2464-1777782143-fa-1000p,,2026-05-06T01:22:00Z,-32.0,-5.0,0,0,2026-05-06T02:32:00.211332+00:00,,,,,
DAL395-1777781179-fa-616p,,2026-05-06T01:21:00Z,-37.0,3.0,0,0,2026-05-06T02:32:00.211332+00:00,,,,,
DAL1594-1777781274-fa-1077p,2026-05-06T01:39:00,2026-05-06T01:16:00Z,-23.0,-3.0,0,0,2026-05-06T11:00:20.565625+00:00,DL1594,N306DN,DL,TPA,ATL
FFT4702-1777794329-airline-185p,2026-05-06T01:32:00,2026-05-06T01:13:00Z,-19.0,-9.0,0,0,2026-05-06T02:32:13.950079+00:00,F94702,N673FR,F9,AUS,ATL
DAL959-1777781264-fa-989p,2026-05-06T01:38:00,2026-05-06T01:09:00Z,-29.0,-15.0,0,0,2026-05-06T02:32:10.823155+00:00,DL959,N357DN,DL,PBI,ATL
DAL1742-1777782210-fa-1675p,2026-05-06T00:28:00,2026-05-06T00:42:00Z,14.0,44.0,0,0,2026-05-06T02:32:04.575335+00:00,DL1742,N689DL,DL,MCO,ATL
DAL436-1777781635-fa-912p,2026-05-06T00:04:00,2026-05-06T00:34:00Z,30.0,11.0,0,0,2026-05-06T02:32:23.075232+00:00,DL436,N328NW,DL,ATL,DFW
FFT3068-1777784511-airline-1272p,2026-05-06T00:18:00,2026-05-06T00:15:00Z,-3.0,-5.0,0,0,2026-05-06T02:33:30.906703+00:00,F93068,N656FR,F9,IAH,BWI
DAL2047-1777781566-fa-162p,2026-05-06T00:34:00,2026-05-06T00:02:00Z,-32.0,-16.0,0,0,2026-05-06T11:00:08.365870+00:00,DL2047,N355NW,DL,ROC,ATL
DAL349-1777781914-fa-1901p,2026-05-06T00:34:00,2026-05-06T00:01:00Z,-33.0,-5.0,0,0,2026-05-06T02:32:07.676996+00:00,DL349,N870DN,DL,PSP,ATL
DAL957-1777781419-fa-57p,2026-05-06T00:35:00,2026-05-05T23:57:00Z,-38.0,-1.0,0,0,2026-05-06T11:00:11.324414+00:00,DL957,N127DN,DL,DEN,ATL
DAL2035-1777782231-fa-1313p,2026-05-05T23:46:00,2026-05-05T23:29:00Z,-17.0,-7.0,0,0,2026-05-06T11:00:30.155632+00:00,DL2035,N698DL,DL,ATL,MCO
FFT3454-1777794329-airline-95p,2026-05-05T21:48:00,2026-05-05T22:57:00Z,69.0,65.0,0,0,2026-05-06T02:32:20.216882+00:00,F93454,N374FR,F9,ATL,LGA
DAL2816-1777781546-fa-1157p,2026-05-05T22:58:00,2026-05-05T22:55:00Z,-3.0,-8.0,0,0,2026-05-06T02:32:26.245901+00:00,DL2816,N316NB,DL,ORD,BOS
SWA1777-1777795268-airline-1439p,2026-05-05T22:55:00,2026-05-05T22:47:00Z,-8.0,17.0,0,0,2026-05-06T10:59:50.049131+00:00,WN1777,N8788L,WN,DEN,ATL
DAL327-1777782242-fa-891p,2026-05-05T23:05:00,2026-05-05T22:43:00Z,-22.0,-3.0,0,0,2026-05-06T11:00:02.053902+00:00,DL327,N722TW,DL,SNA,ATL
DAL1804-1777781958-fa-901p,2026-05-05T22:29:00,2026-05-05T22:01:00Z,-28.0,-12.0,0,0,2026-05-06T11:00:04.966447+00:00,DL1804,N864DN,DL,GDL,ATL
UAL620-1777788165-airline-1005p,2026-05-05T22:07:00,2026-05-05T21:39:00Z,-28.0,3.0,0,0,2026-05-06T02:32:29.368666+00:00,UA620,N17417,UA,STI,EWR
DAL929-1777708222-airline-1360p,2026-05-05T10:28:00,2026-05-05T10:08:00Z,-20.0,2.0,0,0,2026-05-06T02:32:17.101119+00:00,DL929,N819DX,DL,PHX,ATL
DAL1831-1777695896-fa-1160p,,2026-05-04T22:23:00Z,-16.0,-13.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL1467-1777695545-fa-584p,,2026-05-04T22:23:00Z,-2.0,6.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL3143-1777695954-fa-958p,,2026-05-04T22:22:00Z,-2.0,16.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL1816-1777695431-fa-1158p,,2026-05-04T22:22:00Z,-26.0,-13.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL3133-1777695949-fa-1127p,,2026-05-04T22:22:00Z,1.0,9.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL1550-1777695716-fa-3351p,,2026-05-04T22:21:00Z,-6.0,-2.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL1804-1777695542-fa-1461p,,2026-05-04T22:21:00Z,-8.0,-7.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL1882-1777694850-fa-580p,,2026-05-04T22:20:00Z,-26.0,-9.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL3095-1777695479-fa-891p,,2026-05-04T22:19:00Z,-8.0,5.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL945-1777695353-fa-272p,,2026-05-04T22:18:00Z,-41.0,-7.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL2730-1777695942-fa-131p,,2026-05-04T22:17:00Z,-18.0,-2.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL1036-1777694894-fa-875p,,2026-05-04T22:16:00Z,-9.0,-3.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL1613-1777694995-fa-82p,,2026-05-04T22:16:00Z,-4.0,-2.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL1002-1777695503-fa-267p,,2026-05-04T22:16:00Z,-5.0,12.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
UAL1848-1777669572-fa-2460p,,2026-05-04T22:14:00Z,-14.0,-4.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL1029-1777695623-fa-911p,,2026-05-04T22:14:00Z,-26.0,-8.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL2892-1777695423-fa-281p,,2026-05-04T22:14:00Z,-27.0,-7.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL2314-1777695134-fa-1000p,,2026-05-04T22:12:00Z,-12.0,0.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL1266-1777694895-fa-1326p,,2026-05-04T22:12:00Z,31.0,41.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL1959-1777695425-fa-869p,,2026-05-04T22:11:00Z,-27.0,-11.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
JBU220-1777704754-airline-1241p,,2026-05-04T22:10:00Z,0.0,15.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL3142-1777695512-fa-897p,,2026-05-04T22:08:00Z,-17.0,-6.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL1437-1777695740-fa-810p,,2026-05-04T22:08:00Z,-16.0,-6.0,0,0,2026-05-04T22:29:16.103214+00:00,,,,,
DAL3163-1777695764-fa-2231p,,2026-05-04T22:07:00Z,-18.0,-2.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL1873-1777695888-fa-1052p,,2026-05-04T22:07:00Z,3.0,-3.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL3014-1777695574-fa-1385p,,2026-05-04T22:04:00Z,-7.0,5.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL995-1777695077-fa-997p,,2026-05-04T22:04:00Z,-13.0,-2.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL1772-1777695608-fa-1245p,,2026-05-04T22:04:00Z,-10.0,-5.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL1803-1777695699-fa-651p,,2026-05-04T22:03:00Z,-20.0,-6.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
EDV5339-1777697742-airline-1282p,,2026-05-04T22:02:00Z,38.0,52.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL3037-1777695938-fa-733p,,2026-05-04T22:00:00Z,-10.0,-5.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
