fa_flight_id,scheduled_in_utc,actual_in_utc,arr_delay_min,departure_delay_min,cancelled,diverted,settled_at_utc,ident_iata,tail_num,op_carrier,origin,dest
FFT4315-1777958344-airline-475p,,2026-05-07T17:30:00Z,42.0,-2.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL1585-1777954224-fa-545p,2026-05-07T16:54:00,2026-05-07T17:29:00Z,35.0,34.0,0,0,2026-05-07T18:15:42.440993+00:00,DL1585,N373DX,DL,IAH,ATL
DAL1311-1777954123-fa-374p,2026-05-07T16:54:00,2026-05-07T17:29:00Z,35.0,15.0,0,0,2026-05-07T18:15:42.440993+00:00,DL1311,N316DN,DL,PBI,ATL
DAL385-1777954161-fa-1645p,2026-05-07T17:02:00,2026-05-07T17:28:00Z,26.0,-2.0,0,0,2026-05-07T18:15:42.440993+00:00,DL385,N344DN,DL,BOS,ATL
WJA1590-1777966049-airline-1355p,,2026-05-07T17:28:00Z,3.0,30.0,0,0,2026-05-07T18:15:42.440993+00:00,,,,,
DAL2417-1777954406-fa-3288p,,2026-05-07T17:28:00Z,32.0,29.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL961-1777954085-fa-1408p,,2026-05-07T17:28:00Z,77.0,53.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
EDV5142-1777908445-fa-90p,2026-05-07T16:40:00,2026-05-07T17:27:00Z,47.0,48.0,0,0,2026-05-07T18:15:42.440993+00:00,9E5142,N133EV,9E,FAY,ATL
DAL1400-1777954947-fa-322p,2026-05-07T17:22:00,2026-05-07T17:26:00Z,4.0,12.0,0,0,2026-05-07T18:15:42.440993+00:00,DL1400,N960DZ,DL,STL,ATL
EDV5352-1777918436-fa-2497p,,2026-05-07T17:26:00Z,21.0,27.0,0,0,2026-05-07T18:15:42.440993+00:00,,,,,
DAL600-1777954764-fa-847p,,2026-05-07T17:26:00Z,32.0,26.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
SLI2710-1777965234-airline-1162p,,2026-05-07T17:25:00Z,-30.0,-4.0,0,0,2026-05-07T18:15:42.440993+00:00,,,,,
DAL1332-1777954178-fa-120p,,2026-05-07T17:25:00Z,29.0,21.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL1682-1777954464-fa-846p,,2026-05-07T17:25:00Z,76.0,52.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL2090-1777954171-fa-926p,,2026-05-07T17:25:00Z,21.0,11.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL3118-1777955150-fa-1517p,2026-05-07T16:49:00,2026-05-07T17:24:00Z,35.0,25.0,0,0,2026-05-07T18:15:42.440993+00:00,DL3118,N924AT,DL,MLB,ATL
DAL940-1777955144-fa-919p,,2026-05-07T17:24:00Z,14.0,4.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
EDV5423-1777914151-fa-1268p,,2026-05-07T17:24:00Z,-22.0,-9.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL1195-1777954534-fa-883p,,2026-05-07T17:24:00Z,13.0,-3.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
WJA1593-1777966049-airline-1357p,,2026-05-07T17:24:00Z,24.0,-3.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL729-1777954015-fa-1446p,2026-05-07T17:40:00,2026-05-07T17:23:00Z,-17.0,-3.0,0,0,2026-05-07T18:15:42.440993+00:00,DL729,N116DN,DL,SAN,ATL
DAL3190-1777955134-fa-807p,2026-05-07T17:18:00,2026-05-07T17:23:00Z,5.0,-8.0,0,0,2026-05-07T18:15:42.440993+00:00,DL3190,N919AT,DL,CLT,ATL
JBU896-1777958441-airline-419p,,2026-05-07T17:23:00Z,-13.0,5.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL1227-1777954215-fa-912p,2026-05-07T16:37:00,2026-05-07T17:22:00Z,45.0,26.0,0,0,2026-05-07T18:15:42.440993+00:00,DL1227,N312DN,DL,TPA,ATL
DAL2620-1777955142-fa-2411p,,2026-05-07T17:22:00Z,15.0,5.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
UAL1307-1777939520-fa-1119p,2026-05-07T17:23:00,2026-05-07T17:21:00Z,-2.0,-3.0,0,0,2026-05-07T18:15:42.440993+00:00,UA1307,N63899,UA,EWR,ATL
DAL2372-1777867817-fa-676p,,2026-05-07T17:21:00Z,776.0,12.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
EDV5157-1777917855-fa-1729p,2026-05-07T17:10:00,2026-05-07T17:21:00Z,11.0,-5.0,0,0,2026-05-07T18:19:35.499352+00:00,9E5157,N297PQ,9E,ATL,MLU
DAL2925-1777954776-fa-48p,2026-05-07T16:58:00,2026-05-07T17:20:00Z,22.0,-5.0,0,0,2026-05-07T18:19:35.499352+00:00,DL2925,N810DN,DL,ATL,ORF
DAL570-1777955055-fa-1057p,2026-05-07T17:41:00,2026-05-07T17:19:00Z,-22.0,-8.0,0,0,2026-05-07T18:15:42.440993+00:00,DL570,N557NW,DL,SFO,ATL
